request_id,record_status,date,weekday,posted_time,origin,origin_category,dest,dest_category,waypoints,waypoints_category,stop_count,mid_dropoff_ok,mid_boarding_issue,via_train,train_time,party_current_original,party_target_original,party_current_clean,party_target_clean,party_parse_confidence,mentions_taxi,mentions_carpool,has_contact,author_id,source_file,source_line,source_match_score,raw_text_redacted,dq_flags,review_required,analytics_ready,parser_version
req_005456,existing_csv,2024-09-03,화,23:05,오흡,학교,그할마,원룸촌,비벤;궁물촌,학교;원룸촌,4,False,False,False,,,,,,none,False,True,False,u0125,Talk_2026.9.15 11:45-1.txt,23896,0.995,23:25 오흡 > 비벤 > 궁물촌 > 그할마 카풀 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 카풀 <URL>,raw_text_contamination,False,True,audit-v1
req_005457,existing_csv,2024-09-04,수,01:06,오흡,학교,궁물촌,원룸촌,,,2,False,False,False,,,,,,none,False,True,False,u0997,Talk_2026.9.15 11:45-1.txt,23907,1.0,01:30 오흡 -> 궁물촌 카풀 (톡방 정원 5명) <URL>,,False,True,audit-v1
req_005458,existing_csv,2024-09-04,수,01:14,오흡,학교,유야,원룸촌,다이소,원룸촌,3,False,False,False,,,,,,none,False,True,False,u0579,Talk_2026.9.15 11:45-1.txt,23909,1.0,01:30 오흡-다이소-유야 카풀 <URL>,,False,True,audit-v1
req_005459,existing_csv,2024-09-04,수,01:54,택정,학교,궁물촌,원룸촌,,,2,False,False,False,,2,4,2,4,high,False,False,True,u0786,Talk_2026.9.15 11:45-1.txt,23913,1.0,모이는대로 택정 - 궁물촌 <PHONE> (2/4),,False,True,audit-v1
req_005460,existing_csv,2024-09-04,수,02:53,비벤,학교,유야,원룸촌,,,2,False,False,False,,,,,,none,False,False,False,u0319,Talk_2026.9.15 11:45-1.txt,23916,1.0,비벤 → 유야 03:00 <URL>,,False,True,audit-v1
req_005461,existing_csv,2024-09-04,수,07:33,예성,원룸촌,느헴,학교,야멍;현동,원룸촌;학교,4,False,False,False,,3,4,3,4,high,False,True,False,u1258,Talk_2026.9.15 11:45-1.txt,23918,1.0,8:03 예성 - 야멍 - 현동 - 느헴 카풀 (3/4) <URL>,,False,True,audit-v1
req_005462,existing_csv,2024-09-04,수,07:37,그할마,원룸촌,현동,학교,,,2,False,False,False,,,,,,none,True,False,True,u0889,Talk_2026.9.15 11:45-1.txt,23923,1.0,8:45 그할마 -> 현동 택시 <PHONE>,,False,True,audit-v1
req_005463,existing_csv,2024-09-04,수,07:41,예성,원룸촌,팔각정,학교,,,2,False,False,False,,,,,,none,False,False,False,u1704,Talk_2026.9.15 11:45-1.txt,23925,1.0,8:10 예성 - 팔각정 🏃🏻‍♀️🏃🏃🏻‍♂️ <URL>,,False,True,audit-v1
req_005464,existing_csv,2024-09-04,수,07:49,야멍,원룸촌,오석,학교,,,2,False,False,False,,,,,,none,True,False,True,u1351,Talk_2026.9.15 11:45-1.txt,23929,1.0,8:15 야멍>오석 택시 <PHONE>,,False,True,audit-v1
req_005465,existing_csv,2024-09-04,수,07:51,그할마,원룸촌,학교,학교,,,2,False,False,False,,,,,,none,False,True,False,u0211,Talk_2026.9.15 11:45-1.txt,23932,1.0,08:40 그할마 -> 학교 4056 카풀 <URL>,,False,True,audit-v1
req_005466,existing_csv,2024-09-04,수,08:05,유야,원룸촌,현동,학교,,,2,False,False,False,,,,,,none,False,False,False,u1794,Talk_2026.9.15 11:45-1.txt,23939,1.0,8:43 유야-현동 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 🚗 / ➡ 학교 <URL>,,False,True,audit-v1
req_005467,existing_csv,2024-09-04,수,08:05,유야,원룸촌,학교,학교,,,2,False,False,False,,,,,,none,False,True,False,u2094,Talk_2026.9.15 11:45-1.txt,23946,1.0,08:30유야-학교 (정원 5명) 9196 카풀 <URL>,,False,True,audit-v1
req_005468,existing_csv,2024-09-04,수,08:07,유야,원룸촌,현동,학교,야멍,원룸촌,3,False,False,False,,,,,,none,False,False,False,u1959,Talk_2026.9.15 11:45-1.txt,23953,1.0,8:42 유야>야멍>현동 <URL>,,False,True,audit-v1
req_005469,existing_csv,2024-09-04,수,08:09,토시래,원룸촌,오석,학교,,,2,False,False,False,,,,,,none,False,True,False,u0225,Talk_2026.9.15 11:45-1.txt,23956,1.0,8:40 토시래-오석 카풀 <URL>,,False,True,audit-v1
req_005470,existing_csv,2024-09-04,수,08:09,유야,원룸촌,학교,학교,,,2,False,False,False,,,,3,4,medium,False,True,False,u2094,Talk_2026.9.15 11:45-1.txt,23959,1.0,08:30유야-학교 (정원 5명) 9196 카풀 <URL> 3/4,party_parse_review,False,True,audit-v1
req_005471,existing_csv,2024-09-04,수,08:13,유야,원룸촌,현동,학교,,,2,False,False,False,,,,,,none,False,False,False,u1794,Talk_2026.9.15 11:45-1.txt,23966,1.0,8:43 유야-현동 🚗 / ➡ 학교 <URL>,,False,True,audit-v1
req_005472,existing_csv,2024-09-04,수,08:25,유야,원룸촌,학교,학교,,,2,False,False,False,,,,,,none,False,True,False,u1941,Talk_2026.9.15 11:45-1.txt,23975,1.0,9/4 08:40 유야 -> 학교(오흡) 카풀🚙 <URL>,,False,True,audit-v1
req_005473,existing_csv,2024-09-04,수,08:25,그할마,원룸촌,현동,학교,,,2,False,False,False,,,,2,4,medium,True,False,True,u1095,Talk_2026.9.15 11:45-1.txt,23979,1.0,8:40 그할마-현동 택시 2/4 <PHONE>,party_parse_review,False,True,audit-v1
req_005474,existing_csv,2024-09-04,수,08:40,유야,원룸촌,느헴,학교,,,2,False,False,False,,,,,,none,False,True,False,u1698,Talk_2026.9.15 11:45-1.txt,23982,1.0,"9시30분 챗봇 포함, 톡방 정원 4명!! 유야 -> 느헴(채플,현동) 카풀 <URL>",,False,True,audit-v1
req_005475,existing_csv,2024-09-04,수,08:46,예성,원룸촌,현동,학교,,,2,False,False,False,,,,,,none,False,True,False,u1900,Talk_2026.9.15 11:45-1.txt,23987,1.0,9:35 카풀 (봇 포함 정원6) 예성 > 현동 <URL>,,False,True,audit-v1
req_005476,existing_csv,2024-09-04,수,08:49,유야,원룸촌,느헴,학교,,,2,False,False,False,,,,,,none,False,True,False,u0446,Talk_2026.9.15 11:45-1.txt,23992,1.0,9:05 유야-느헴 카풀 톡방 정원 6명 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 1596카풀 <URL>,,False,True,audit-v1
req_005477,existing_csv,2024-09-04,수,08:53,유야,원룸촌,비벤,학교,,,2,False,False,False,,,,,,none,False,False,False,u0319,Talk_2026.9.15 11:45-1.txt,24001,1.0,유야 → 비벤 09:35 <URL>,,False,True,audit-v1
req_005478,existing_csv,2024-09-04,수,09:01,유야,원룸촌,학교,학교,야멍,원룸촌,3,False,False,False,,,,,,none,False,True,False,u1053,Talk_2026.9.15 11:45-1.txt,24004,1.0,( 시간 ) 유야 -> 야멍 -> 학교 카풀 (톡방 정원 봇 포함 6명) <URL> 9:35,,False,True,audit-v1
req_005479,existing_csv,2024-09-04,수,09:02,모닝 카풀 9:40 야옹아 멍멍해봐🐩,미분류,오석,학교,,,2,False,False,False,,2,4,2,4,high,False,True,False,u1880,Talk_2026.9.15 11:45-1.txt,24012,1.0,(부비적) 모닝 카풀 (부비적) 9:40 야옹아 멍멍해봐🐩-> 오석📚(2/4) (클립)<URL>,route_field_noise;unclassified_endpoint,True,False,audit-v1
req_005480,existing_csv,2024-09-04,수,09:08,그할마,원룸촌,오흡,학교,,,2,False,False,False,,,,,,none,False,False,True,u0602,Talk_2026.9.15 11:45-1.txt,24018,1.0,09:35/ 그할마(cu) -> 오흡 <PHONE>,,False,True,audit-v1
req_005481,existing_csv,2024-09-04,수,09:08,유야,원룸촌,느헴,학교,,,2,False,False,False,,,,,,none,True,False,True,u1991,Talk_2026.9.15 11:45-1.txt,24021,1.0,9:35 유야 - 느헴 택시 <PHONE>,,False,True,audit-v1
req_005482,existing_csv,2024-09-04,수,09:14,맛깨비,원룸촌,토시래,원룸촌,,,2,False,False,False,,,,,,none,True,False,True,u1914,Talk_2026.9.15 11:45-1.txt,24025,1.0,9:40 맛깨비(구 토시래) > 느혬 택시 <PHONE>,,False,True,audit-v1
req_005483,existing_csv,2024-09-04,수,09:17,그할마,원룸촌,오흡,학교,,,2,False,False,False,,,,,,none,True,False,True,u0634,Talk_2026.9.15 11:45-1.txt,24027,1.0,9:40 그할마 - 오흡 택시 <PHONE>,,False,True,audit-v1
req_005484,existing_csv,2024-09-04,수,09:22,토시래,원룸촌,오석,학교,,,2,False,False,False,,,,,,none,False,False,True,u0019,Talk_2026.9.15 11:45-1.txt,24033,1.0,9:40 토시래 -> 오석 <PHONE>,,False,True,audit-v1
req_005485,existing_csv,2024-09-04,수,09:30,그할마,원룸촌,뉴턴,학교,,,2,False,False,False,,,,,,none,True,False,True,u0059,Talk_2026.9.15 11:45-1.txt,24035,1.0,9:45 그할마 > 뉴턴 택시 <PHONE>,,False,True,audit-v1
req_005486,existing_csv,2024-09-04,수,09:54,그할마,원룸촌,오흡,학교,,,2,False,False,False,,,,,,none,False,False,False,u0506,Talk_2026.9.15 11:45-1.txt,24039,1.0,10:25 그할마->오흡(중간 승하차 가능) <URL>,,False,True,audit-v1
req_005487,existing_csv,2024-09-04,수,10:01,유야,원룸촌,오흡,학교,,,2,False,False,False,,,,,,none,False,False,False,u0835,Talk_2026.9.15 11:45-1.txt,24042,1.0,10:25 유야 -> 오흡 <URL>,,False,True,audit-v1
req_005488,existing_csv,2024-09-04,수,10:18,학교,학교,포항역,포항역,,,2,False,False,False,,,,,,none,True,False,True,u1373,Talk_2026.9.15 11:45-1.txt,24046,1.0,15:15 학교 -> 포항역 택시 <PHONE>,,False,True,audit-v1
req_005489,existing_csv,2024-09-04,수,10:48,유야,원룸촌,학교,학교,,,2,False,False,False,,,,,,none,False,True,False,u1900,Talk_2026.9.15 11:45-1.txt,24048,1.0,11:00 유야-학교 카풀 카풀 (톡방 정원 5명 마감) <URL>,,False,True,audit-v1
req_005490,existing_csv,2024-09-04,수,10:55,비벤,학교,유야,원룸촌,,,2,False,False,False,,,,,,none,False,False,False,u0319,Talk_2026.9.15 11:45-1.txt,24053,1.0,비벤 → 유야 11:10 <URL>,,False,True,audit-v1
req_005491,existing_csv,2024-09-04,수,10:57,그할마,원룸촌,버정,학교,,,2,False,False,False,,,,2,4,medium,True,False,True,u1413,Talk_2026.9.15 11:45-1.txt,24055,1.0,11:10 그할마-> 버정 택시 <PHONE>/4,party_parse_review,False,True,audit-v1
req_005492,existing_csv,2024-09-04,수,11:04,그할마,원룸촌,오흡,학교,,,2,False,False,False,,,,,,none,True,False,True,u1205,Talk_2026.9.15 11:45-1.txt,24058,1.0,11:15 그할마-오흡 택시 <PHONE>,,False,True,audit-v1
req_005493,existing_csv,2024-09-04,수,11:41,유야,원룸촌,버정,학교,,,2,False,False,False,,,,,,none,False,False,True,u0433,Talk_2026.9.15 11:45-1.txt,24060,1.0,11:45분 유야 -> 버정 <PHONE>,,False,True,audit-v1
req_005494,existing_csv,2024-09-04,수,11:47,유야,원룸촌,버정,학교,,,2,False,False,False,,,,,,none,False,True,False,u1196,Talk_2026.9.15 11:45-1.txt,24062,1.0,12:05 유야 -> 버정 카풀 <URL>,,False,True,audit-v1
req_005495,existing_csv,2024-09-04,수,11:50,예성,원룸촌,비벤,학교,,,2,False,False,False,,,,,,none,False,True,False,u2024,Talk_2026.9.15 11:45-1.txt,24064,1.0,12:10 예성 -> 비벤 카풀 톡방 정원 5명 마감 <URL>,,False,True,audit-v1
req_005496,existing_csv,2024-09-04,수,11:53,유야,원룸촌,학교,학교,,,2,False,False,False,,,,,,none,False,True,True,u1979,Talk_2026.9.15 11:45-1.txt,24068,1.0,12:15 유야 > 학교 카풀 <PHONE>,,False,True,audit-v1
req_005497,existing_csv,2024-09-04,수,12:08,유야,원룸촌,오석,학교,,,2,True,False,False,,,,,,none,False,True,False,u1670,Talk_2026.9.15 11:45-1.txt,24070,1.0,12:40 유야 - 오석 (중간하차 가능) <VEHICLE> (카풀) <URL>,,False,True,audit-v1
req_005498,existing_csv,2024-09-04,수,12:09,그할마,원룸촌,한동대,학교,야멍,원룸촌,3,False,False,False,,,,,,none,False,True,False,u0681,Talk_2026.9.15 11:45-1.txt,24073,1.0,12:50 그할마-> 야멍 -> 학교 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 한동대 카풀 <URL>,,False,True,audit-v1
req_005499,existing_csv,2024-09-04,수,12:22,토시래,원룸촌,오흡,학교,,,2,False,False,False,,,,,,none,True,False,True,u1504,Talk_2026.9.15 11:45-1.txt,24085,1.0,12:40 토시래-오흡 택시 <PHONE>,,False,True,audit-v1
req_005500,existing_csv,2024-09-04,수,12:25,유야,원룸촌,버정,학교,,,2,False,False,False,,,,,,none,False,True,False,u1439,Talk_2026.9.15 11:45-1.txt,24087,1.0,13:30 유야 -> 버정 (카풀) (톡방 정원 6명 마감) <URL>,,False,True,audit-v1
req_005501,existing_csv,2024-09-04,수,13:29,예성,원룸촌,학교,학교,,,2,False,False,False,,,,,,none,True,False,True,u1821,Talk_2026.9.15 11:45-1.txt,24094,1.0,13:40 예성 - 학교 택시 <PHONE>,,False,True,audit-v1
req_005502,existing_csv,2024-09-04,수,13:44,유야,원룸촌,현동,학교,,,2,False,False,False,,,,,,none,True,False,True,u0551,Talk_2026.9.15 11:45-1.txt,24099,1.0,14:00 유야 현동 택시 <PHONE>,,False,True,audit-v1
req_005503,existing_csv,2024-09-04,수,13:55,유야,원룸촌,버정,학교,,,2,False,False,False,,,,,,none,True,False,True,u1807,Talk_2026.9.15 11:45-1.txt,24101,1.0,14:10 유야 버정 택시 <PHONE>,,False,True,audit-v1
req_005504,existing_csv,2024-09-04,수,14:29,포항역,포항역,한동대,학교,,,2,False,False,False,,,,1,4,medium,True,False,True,u0942,Talk_2026.9.15 11:45-1.txt,24104,1.0,15:00 포항역 - 한동대 택시 1/4 <PHONE>,party_parse_review,False,True,audit-v1
req_005505,existing_csv,2024-09-04,수,14:32,비벤,학교,그할마,원룸촌,궁물촌,원룸촌,3,False,False,False,,,,,,none,False,True,False,u0125,Talk_2026.9.15 11:45-1.txt,24107,1.0,14:45 비벤>궁물촌>그할마 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 카풀방 <URL>,,False,True,audit-v1
req_005506,existing_csv,2024-09-04,수,15:29,그할마,원룸촌,학교,학교,,,2,False,False,False,,,,,,none,True,False,True,u1681,Talk_2026.9.15 11:45-1.txt,24114,1.0,15:45 그할마 ->학교 택시 <PHONE>,,False,True,audit-v1
req_005507,existing_csv,2024-09-04,수,15:47,오흡,학교,그할마,원룸촌,,,2,False,False,False,,,,,,none,False,True,False,u0109,Talk_2026.9.15 11:45-1.txt,24117,1.0,16:00 오흡/비벤 --> 그할마 카풀 <VEHICLE> 카풀 <URL>,,False,True,audit-v1
req_005508,existing_csv,2024-09-04,수,15:57,오흡,학교,그할마,원룸촌,비벤,학교,3,True,False,False,,,,,,none,False,False,False,u1561,Talk_2026.9.15 11:45-1.txt,24122,1.0,16:05 오흡-> 비벤 -> 그할마(중간 하차 가능) 찬카🚘 <URL>,,False,True,audit-v1
req_005509,existing_csv,2024-09-04,수,16:11,학교,학교,양덕,원룸촌,,,2,False,False,False,,,,,,none,False,True,False,u1698,Talk_2026.9.15 11:45-1.txt,24127,1.0,"16:20 챗봇 포함, 톡방 정원 5명!! 학교(오흡,비벤) -> 양덕(궁물촌,유야) 카풀 <URL>",,False,True,audit-v1
req_005510,existing_csv,2024-09-04,수,17:39,양덕,원룸촌,학교,학교,,,2,False,False,False,,,,,,none,False,True,False,u0307,Talk_2026.9.15 11:45-1.txt,24133,1.0,17:45 양덕 - 학교 카풀 1000 (여자분만) <URL>,,False,True,audit-v1
req_005511,existing_csv,2024-09-04,수,17:44,오흡,학교,유야,원룸촌,비벤,학교,3,False,False,False,,,,,,none,False,True,False,u1900,Talk_2026.9.15 11:45-1.txt,24137,1.0,18:10 오흡-비벤-유야 카풀 (톡방 정원 5명 마감) <URL>,,False,True,audit-v1
req_005512,existing_csv,2024-09-04,수,17:47,택정,학교,유야,원룸촌,,,2,False,False,False,,,,,,none,False,True,False,u1439,Talk_2026.9.15 11:45-1.txt,24142,1.0,18:40 택정 -> 유야 (카풀) (톡방 정원 6명 마감) <URL>,,False,True,audit-v1
req_005513,existing_csv,2024-09-04,수,17:48,택정,학교,궁물촌,원룸촌,,,2,False,False,False,,,,,,none,True,False,True,u0304,Talk_2026.9.15 11:45-1.txt,24145,1.0,18:00 택시 택정-궁물촌 <PHONE>,,False,True,audit-v1
req_005514,existing_csv,2024-09-04,수,17:55,오흡,학교,궁물촌,원룸촌,비벤,학교,3,False,False,False,,,,,,none,False,False,False,u1959,Talk_2026.9.15 11:45-1.txt,24151,1.0,18:15 오흡-비벤-궁물촌 <URL>,,False,True,audit-v1
req_005515,existing_csv,2024-09-04,수,18:06,학교,학교,한동대,학교,,,2,True,False,False,,,,,,none,False,True,False,u0681,Talk_2026.9.15 11:45-1.txt,24155,1.0,6:35 학교-> 그할마 (중간하차가능) 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 한동대 카풀 <URL>,,False,True,audit-v1
req_005516,existing_csv,2024-09-04,수,18:14,택정,학교,유야,원룸촌,,,2,False,False,False,,,,,,none,False,True,False,u1439,Talk_2026.9.15 11:45-1.txt,24165,1.0,수정: 18:30 택정 -> 유야 (카풀) (톡방 정원 6명 마감) <URL>,,False,True,audit-v1
req_005517,existing_csv,2024-09-04,수,18:30,오흡,학교,다이소,원룸촌,비벤;궁물촌,학교;원룸촌,4,False,False,False,,,,,,none,False,False,False,u1258,Talk_2026.9.15 11:45-1.txt,24170,1.0,"19:05 오흡 > 비벤 > 궁물촌 > 예성 장량5단지, 다이소 하차 O, 톡방 6명 마감 <URL>",,False,True,audit-v1
req_005518,existing_csv,2024-09-04,수,18:37,현동,학교,유야,원룸촌,,,2,False,False,False,,,,,,none,False,True,False,u0225,Talk_2026.9.15 11:45-1.txt,24174,1.0,18:50 현동-유야 카풀 <URL>,,False,True,audit-v1
req_005519,existing_csv,2024-09-04,수,18:39,오흡,학교,그할마,원룸촌,비벤;궁물촌,학교;원룸촌,4,False,False,False,,,,,,none,False,True,False,u0125,Talk_2026.9.15 11:45-1.txt,24177,1.0,17:50 오흡>비벤>궁물촌>그할마 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 카풀방 <URL>,,False,True,audit-v1
req_005520,existing_csv,2024-09-04,수,18:45,학교,학교,유야,원룸촌,,,2,False,False,False,,,,2,4,medium,False,False,False,u1317,Talk_2026.9.15 11:45-1.txt,24185,1.0,19:05 학교(원하는 곳 승차 가능) -> 유야 2/4 <URL>,party_parse_review,False,True,audit-v1
req_005521,existing_csv,2024-09-04,수,18:50,비벤,학교,장량행정복지센터 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. <URL>,미분류,궁뮬촌,미분류,3,False,False,False,,,,,,none,False,False,False,u0894,Talk_2026.9.15 11:45-1.txt,24189,1.0,19:00 비벤 -> 궁뮬촌 ->장량행정복지센터 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. <URL>,route_field_noise;unclassified_endpoint,True,False,audit-v1
req_005522,existing_csv,2024-09-04,수,18:56,학교,학교,양덕,원룸촌,,,2,False,False,False,,,,,,none,False,True,True,u1979,Talk_2026.9.15 11:45-1.txt,24198,0.995,19:20 학교 > 양덕 카풀 <PHONE>,raw_text_contamination,False,True,audit-v1
req_005523,existing_csv,2024-09-04,수,19:28,오흡,학교,유야,원룸촌,비벤,학교,3,False,False,False,,,,,,none,False,True,False,u1053,Talk_2026.9.15 11:45-1.txt,24203,1.0,(20:00) 오흡 -> 비벤 -> 유야 카풀 (톡방 정원 봇 포함 6명) <URL>,,False,True,audit-v1
req_005524,existing_csv,2024-09-04,수,20:00,오흡,학교,유야,원룸촌,,,2,False,False,False,,,,,,none,False,True,False,u1941,Talk_2026.9.15 11:45-1.txt,24210,1.0,9/4 20:15 오흡 -> 유야 카풀🚙 <URL>,,False,True,audit-v1
req_005525,existing_csv,2024-09-04,수,20:11,오흡,학교,유야,원룸촌,비벤,학교,3,False,False,False,,,,,,none,False,True,False,u2094,Talk_2026.9.15 11:45-1.txt,24214,1.0,20:30오흡-비벤-유야 (정원 5명) 9196 카풀 <URL>,,False,True,audit-v1
req_005526,existing_csv,2024-09-04,수,20:43,오석,학교,유야,원룸촌,비벤;궁물촌,학교;원룸촌,4,True,False,False,,,,,,none,False,True,False,u1631,Talk_2026.9.15 11:45-1.txt,24221,1.0,22:00 카풀 (정원6명) 오석 비벤 궁물촌 유야 (중간 하차가능) <URL>,,False,True,audit-v1
req_005527,existing_csv,2024-09-04,수,20:49,학교,학교,예성,원룸촌,궁물촌,원룸촌,3,False,False,False,,,,,,none,False,False,False,u1122,Talk_2026.9.15 11:45-1.txt,24224,1.0,21:10 학교 -> 궁물촌 -> 예성 부동산 (그할마) (톡방 정원 봇 포함 6명) 1200원 🛳️집가는 흰색 크루즈🛳️ <URL>,,False,True,audit-v1
req_005528,existing_csv,2024-09-04,수,21:01,오흡,학교,그할마,원룸촌,비벤,학교,3,True,False,False,,,,,,none,False,False,False,u1561,Talk_2026.9.15 11:45-1.txt,24230,1.0,21:05 오흡-> 비벤 -> 그할마(중간 하차 가능) 찬카🚘 <URL>,,False,True,audit-v1
req_005529,existing_csv,2024-09-04,수,21:03,오흡,학교,유야,원룸촌,비벤;그할마,학교;원룸촌,4,False,False,False,,,,,,none,False,True,False,u1854,Talk_2026.9.15 11:45-1.txt,24235,0.995,21:15 오흡>비벤>그할마>유야 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 카풀방 <URL>,raw_text_contamination,False,True,audit-v1
req_005530,existing_csv,2024-09-04,수,21:13,비벤,학교,유야,원룸촌,,,2,False,False,False,,,,,,none,False,True,False,u1196,Talk_2026.9.15 11:45-1.txt,24247,1.0,21:35 비벤->유야 카풀 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 카풀! <URL>,,False,True,audit-v1
req_005531,existing_csv,2024-09-04,수,21:59,오흡,학교,유야,원룸촌,비벤,학교,3,False,False,False,,,,,,none,False,True,False,u1670,Talk_2026.9.15 11:45-1.txt,24256,1.0,10:30 오흡 - 비벤 - 유야 <VEHICLE> (카풀) <URL>,,False,True,audit-v1
req_005532,existing_csv,2024-09-04,수,22:29,오흡,학교,유야,원룸촌,비벤,학교,3,True,False,False,,,,,,none,False,True,False,u1666,Talk_2026.9.15 11:45-1.txt,24263,1.0,카풀 11:30 오흡-비벤-유야(중도 하차 가능) 차량번호: 4109 <URL>,,False,True,audit-v1
req_005533,existing_csv,2024-09-04,수,22:30,오흡,학교,그할마,원룸촌,,,2,False,False,False,,,,,,none,False,True,False,u0997,Talk_2026.9.15 11:45-1.txt,24268,1.0,22:45 오흡 -> 그할마 카풀 (톡방 정원 5명) <URL>,,False,True,audit-v1
req_005534,existing_csv,2024-09-04,수,23:13,⚾️NC팬 무료 카풀⚾ 9/7 대구삼성라이온즈파크,미분류,양덕,원룸촌,,,2,False,False,False,,,,,,none,False,True,True,u1400,Talk_2026.9.15 11:45-1.txt,24270,1.0,⚾️NC팬 무료 카풀⚾ 9/7(토) 대구삼성라이온즈파크→양덕 경기 끝나고 출발합니다!! 자세한 시간은 조율 완전 가능🩵 샤이 NC팬분들 꼭 연락주세요🥹 <PHONE>,route_field_noise;unclassified_endpoint,True,False,audit-v1
req_005535,existing_csv,2024-09-04,수,23:36,오흡,학교,궁물촌,원룸촌,비벤,학교,3,False,False,False,,,,,,none,False,True,True,u1557,Talk_2026.9.15 11:45-1.txt,24277,1.0,00:00 오흡 > 비벤 > 토시래 카풀 궁물촌 하차 가능 <PHONE>,,False,True,audit-v1
req_005536,existing_csv,2024-09-04,수,23:40,오흡,학교,그할마,원룸촌,비벤,학교,3,False,False,False,,,,,,none,False,True,True,u0602,Talk_2026.9.15 11:45-1.txt,24281,1.0,00:00 오흡 > 비벤 > 그할마 카풀 <PHONE> 흰색차량 7988,,False,True,audit-v1
req_005537,existing_csv,2024-09-04,수,23:58,유야,원룸촌,올네 카풀 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 카풀! <URL>,미분류,,,2,False,False,False,,,,,,none,False,True,False,u1196,Talk_2026.9.15 11:45-1.txt,24285,1.0,9/5 08:05 유야->올네 카풀 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 카풀! <URL>,route_field_noise;unclassified_endpoint,True,False,audit-v1
req_005538,existing_csv,2024-09-04,수,23:58,학교,학교,양덕,원룸촌,,,2,False,False,False,,,,,,none,False,True,True,u1979,Talk_2026.9.15 11:45-1.txt,24292,1.0,00:15 학교 > 양덕 카풀 <PHONE>,,False,True,audit-v1
req_005539,existing_csv,2024-09-05,목,00:03,비벤,학교,그할마,원룸촌,,,2,False,False,False,,3,4,3,4,high,True,False,True,u0395,Talk_2026.9.15 11:45-1.txt,24296,1.0,00:10 비벤->그할마 택시(3/4) <PHONE>,,False,True,audit-v1
req_005540,existing_csv,2024-09-05,목,00:23,비벤,학교,유야,원룸촌,,,2,False,False,False,,,,,,none,False,False,False,u1378,Talk_2026.9.15 11:45-1.txt,24298,1.0,"00:35 오석, 비벤 -> 유야",,False,True,audit-v1
req_005541,existing_csv,2024-09-05,목,00:32,학교,학교,포항역,포항역,,,2,False,False,True,5:05,,,1,4,medium,True,False,False,u0296,Talk_2026.9.15 11:45-1.txt,24302,0.995,9/7 토 오전 5:05 (5:36 ktx) 학교>포항역 택시 1/4 <URL>,party_parse_review;raw_text_contamination;system_name_leak,False,True,audit-v1
req_005542,existing_csv,2024-09-05,목,05:44,느헴,학교,유야,원룸촌,,,2,False,False,False,,,,,,none,False,False,False,u0319,Talk_2026.9.15 11:45-1.txt,24307,1.0,느헴 → 유야 05:50 <URL>,,False,True,audit-v1
req_005543,existing_csv,2024-09-05,목,07:21,유야,원룸촌,올네 카풀 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 카풀! <URL>,미분류,,,2,False,False,False,,,,,,none,False,True,False,u1196,Talk_2026.9.15 11:45-1.txt,24309,1.0,9/5 08:05 유야->올네 카풀 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 카풀! <URL>,route_field_noise;unclassified_endpoint,True,False,audit-v1
req_005544,existing_csv,2024-09-05,목,07:36,예성,원룸촌,느헴,학교,야멍;현동,원룸촌;학교,4,False,False,False,,3,4,3,4,high,False,True,False,u1258,Talk_2026.9.15 11:45-1.txt,24316,1.0,8:03 예성 - 야멍 - 현동 - 느헴 카풀 (3/4) <URL>,,False,True,audit-v1
req_005545,existing_csv,2024-09-05,목,07:43,야멍,원룸촌,학교,학교,,,2,False,False,False,,,,2,4,medium,False,False,False,u1317,Talk_2026.9.15 11:45-1.txt,24320,1.0,8:12 야멍 -> 학교 2/4 <URL>,party_parse_review,False,True,audit-v1
req_005546,existing_csv,2024-09-05,목,07:56,유야,원룸촌,현동,학교,야멍,원룸촌,3,False,False,False,,,,,,none,False,False,False,u1959,Talk_2026.9.15 11:45-1.txt,24324,1.0,8:42 유야>야멍>현동 <URL>,,False,True,audit-v1
