candidate_id,date,weekday,posted_time,author_id,origin_candidate,origin_category_candidate,dest_candidate,dest_category_candidate,waypoints_candidate,stop_count_candidate,source_file,source_line,raw_text_redacted,review_status,candidate_reason
omit_0107,2024-10-24,목,00:41,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,11623,00:55 정원 7까지 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0108,2024-10-24,목,11:09,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,11678,13:00 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0109,2024-10-25,금,01:14,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,12002,01:30 정원 7까지입니다! 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0110,2024-10-28,월,00:00,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,12752,00: 20 정원 7명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0111,2024-10-29,화,01:38,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,13189,02:00 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0112,2024-10-31,목,18:14,u1190,포항역,포항역,한동대,학교,,2,Talk_2026.9.15 11:45-2.txt,14186,🚨오늘 18:50🚨 포항역▶️한동대 택시타실 분 <PHONE> 연락주세요 !🙌🏻,human_review_required,2+ known places and route/mode marker
omit_0113,2024-11-03,일,01:42,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,14875,01:50 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0114,2024-11-04,월,01:12,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,15133,01:30 정원 7명까지 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0115,2024-11-04,월,22:57,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,15494,23:15 정원 7까지 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0116,2024-11-06,수,01:40,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,15883,02:00 정원 7명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0117,2024-11-07,목,02:38,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,16163,02:45 오흡>비벤>궁물촌>그할마>장량복지센터 정원 7명 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0118,2024-11-08,금,01:07,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,16559,01:30 정원 7명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0119,2024-11-09,토,01:07,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,16888,01:20 오흡>비벤>궁물촌>그할마>장량복지센터 정원 7명 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0120,2024-11-10,일,01:23,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,17084,02:00 오흡>비벤>궁물촌>그할마>장량복지센터 정원6명 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0121,2024-11-11,월,00:34,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,17220,00:50 정원 7명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0122,2024-11-11,월,23:18,u1612,오흡,학교,유야,원룸촌,,2,Talk_2026.9.15 11:45-2.txt,17541,모이는대로 - 오흡-유야 카풀 톡방인원 7명 마감 jUBER🚗 <URL>,human_review_required,2+ known places and route/mode marker
omit_0123,2024-11-12,화,01:07,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,17580,01:30 정원7명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0124,2024-11-12,화,20:49,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,17821,21:00 정원 7명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0125,2024-11-13,수,22:23,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,18117,23:10 정원 7명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0126,2024-11-14,목,22:39,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,18493,22:50 정원 7명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0127,2024-11-15,금,22:28,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,18879,23:00 정원 6명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0128,2024-11-18,월,15:26,u1982,유야,원룸촌,느헴,학교,,2,Talk_2026.9.15 11:45-2.txt,19502,3:40유야 느헴 택시 <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0129,2024-11-19,화,18:49,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,19968,19:20 정원 7명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0130,2024-11-22,금,02:18,u1819,택정,학교,궁물촌,원룸촌,,2,Talk_2026.9.15 11:45-2.txt,20707,모이는대로 택시 택정➡️궁물촌 <PHONE>/4,human_review_required,2+ known places and route/mode marker
omit_0131,2024-11-22,금,22:38,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,20947,23:00 정원 6명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0132,2024-11-24,일,23:18,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,21344,00:00 정원 7명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0133,2024-11-26,화,00:21,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,21703,01:00 정원 7명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0134,2024-11-26,화,02:00,u1819,택정,학교,궁물촌,원룸촌,,2,Talk_2026.9.15 11:45-2.txt,21742,모이는대로 택시 택정➡️궁물촌 <PHONE>/4,human_review_required,2+ known places and route/mode marker
omit_0135,2024-11-26,화,22:15,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,21970,22:30 정원7명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0136,2024-11-28,목,01:17,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,22333,01:30 정원 7명 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0137,2024-11-29,금,13:51,u1535,느헴,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-2.txt,22958,3시 50분(4시 21분 기차) 느헤미야 > 포항역 <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0138,2024-11-30,토,00:46,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,23076,01:00 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0139,2024-12-01,일,00:01,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,23187,00:15 오흡>비벤>궁물촌>그할마>장량복지센터 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0140,2024-12-02,월,00:36,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,23383,00:50 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0141,2024-12-03,화,00:29,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,23746,01:00 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0142,2024-12-04,수,01:54,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,24074,2:05 카풀 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0143,2024-12-05,목,03:50,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,24350,4:00 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0144,2024-12-06,금,01:46,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,24679,02:00 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0145,2024-12-08,일,03:13,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,25155,03:25 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0146,2024-12-09,월,01:09,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,25263,01:20 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0147,2024-12-09,월,20:30,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,25520,21시 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0148,2024-12-09,월,20:37,u1506,학교,학교,시외버스터미널,터미널,,2,Talk_2026.9.15 11:45-2.txt,25523,12/10 화요일 9:30am 학교➡️시외버스터미널 택시 카풀 <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0149,2024-12-10,화,02:17,u1506,학교,학교,시외버스터미널,터미널,,2,Talk_2026.9.15 11:45-2.txt,25588,12/10 화요일 9:30am 학교➡️시외버스터미널 택시 카풀 <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0150,2024-12-11,수,00:53,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,25869,01:10 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0151,2024-12-11,수,15:29,u1506,시외버스터미널,터미널,학교,학교,,2,Talk_2026.9.15 11:45-2.txt,26006,12/11 수요일 5:10pm 시외버스터미널➡️학교 택시 카풀 <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0152,2024-12-12,목,02:59,u0125,오흡,학교,그할마,원룸촌,비벤;궁물촌,4,Talk_2026.9.15 11:45-2.txt,26159,03:10 오흡>비벤>궁물촌>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0153,2024-12-12,목,15:15,u0588,그할마,원룸촌,버정,학교,,2,Talk_2026.9.15 11:45-2.txt,26348,3:45 그할마>버정>에벤 <URL>,human_review_required,2+ known places and route/mode marker
omit_0154,2025-01-08,수,13:02,u0665,한동대,학교,터미널,터미널,포항터미널,3,Talk_2026.9.15 11:45-2.txt,29472,>1/8 > 13:00~14:00 구해지는대로 출발하고싶습니다 >한동대-포항터미널 >1/4명 <PHONE> 13시 이후로 터미널 가실분 연락주세요,human_review_required,2+ known places and route/mode marker
omit_0155,2025-01-22,수,17:19,u2073,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,136,1/24(금) 15:00 한동대➡️포항역(15시 37분 기차) <PHONE> (1/4) 캐리어 하나 가능,human_review_required,2+ known places and route/mode marker
omit_0156,2025-01-23,목,21:40,u2073,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,246,1/24(금) 15:00 한동대➡️포항역(15시 37분 기차) <PHONE> (2/4) 캐리어 하나 가능,human_review_required,2+ known places and route/mode marker
omit_0157,2025-01-24,금,11:12,u2073,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,314,1/24(금) 15:00 한동대➡️포항역(15시 37분 기차) <PHONE> (2/4) 캐리어 하나 가능,human_review_required,2+ known places and route/mode marker
omit_0158,2025-01-24,금,14:10,u2073,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,343,1/24(금) 15:00 한동대➡️포항역(15시 37분 기차) <PHONE> (3/4) 캐리어 ❌,human_review_required,2+ known places and route/mode marker
omit_0159,2025-02-02,일,16:11,u2073,포항역,포항역,한동대,학교,,2,Talk_2026.9.15 11:45-3.txt,570,2월 2일 (일) 18:43 도착 기차 포항역➡️한동대 택시 <PHONE> (1/4),human_review_required,2+ known places and route/mode marker
omit_0160,2025-02-06,목,19:07,u2073,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,896,2/7(금) 15:00(15:37 출발기차) 한동대➡️포항역 택시 <PHONE> (1/4),human_review_required,2+ known places and route/mode marker
omit_0161,2025-02-07,금,12:41,u2073,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,960,2/7(금) 15:00(15:37 출발기차) 한동대➡️포항역 택시 <PHONE> (1/4),human_review_required,2+ known places and route/mode marker
omit_0162,2025-02-09,일,01:17,u2073,포항역,포항역,한동대,학교,,2,Talk_2026.9.15 11:45-3.txt,1041,2/9 (일) 15:28 도착 기차 포항역➡️한동대 택시 <PHONE> (1/4),human_review_required,2+ known places and route/mode marker
omit_0163,2025-02-25,화,01:43,u2073,포항역,포항역,한동대,학교,,2,Talk_2026.9.15 11:45-3.txt,2064,2/25(화) 17:34 도착기차 포항역➡️한동대 택시 (1/4) <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0164,2025-02-25,화,16:56,u2073,포항역,포항역,한동대,학교,,2,Talk_2026.9.15 11:45-3.txt,2127,2/25(화) 17:34 도착기차 포항역➡️한동대 택시 (1/4) <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0165,2025-02-26,수,08:22,u0982,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,2234,9시 10분 한동> 포항역 <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0166,2025-02-26,수,09:02,u0982,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,2242,9시 20분 한동> 포항역 <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0167,2025-03-02,일,13:58,u2079,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,2844,카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 한동같이카3/2 17:35 포항역>하용조 <URL>,human_review_required,2+ known places and route/mode marker
omit_0168,2025-03-04,화,10:15,u1196,유야,원룸촌,현동,학교,,2,Talk_2026.9.15 11:45-3.txt,3330,11:00 유야-현동-올네 카풀 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 카풀 <URL>,human_review_required,2+ known places and route/mode marker
omit_0169,2025-03-05,수,13:13,u1310,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,3605,13:20 한동>포항역 <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0170,2025-03-06,목,23:24,u1310,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,4169,3/7 금 13:20 한동 > 포항역(14:03기차) <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0171,2025-03-07,금,09:44,u1310,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,4286,2/4 오늘 금 13:20 한동 > 포항역(14:03기차) <PHONE> 캐리어 유무 알려주세요,human_review_required,2+ known places and route/mode marker
omit_0172,2025-03-07,금,13:30,u2073,한동대,학교,포항역,포항역,택정,3,Talk_2026.9.15 11:45-3.txt,4366,3/7(금) 18시 50분 한동대(택정)➡️포항역(19:28 기차) <PHONE> (1/4) 캐리어 하나 있음,human_review_required,2+ known places and route/mode marker
omit_0173,2025-03-07,금,21:55,u1400,양덕,원룸촌,학교,학교,,2,Talk_2026.9.15 11:45-3.txt,4517,3/8토 오전 8:00 양덕-대구(대구공업고등학교) 카풀 8000원 <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0174,2025-03-11,화,07:50,u0697,예성,원룸촌,야멍,원룸촌,,2,Talk_2026.9.15 11:45-3.txt,5185,8:10 예성(야멍)➡️학관 <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0175,2025-03-13,목,20:58,u0125,오흡,학교,그할마,원룸촌,,2,Talk_2026.9.15 11:45-3.txt,5986,21:30 오흡>그할마>장량복지센터 중간 승하차 가능 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0176,2025-03-14,금,21:03,u0982,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,6466,21: 10 택시 한동 - 포항역,human_review_required,2+ known places and route/mode marker
omit_0177,2025-03-14,금,22:54,u0125,오흡,학교,그할마,원룸촌,,2,Talk_2026.9.15 11:45-3.txt,6492,23:20 오흡>그할마>장량복지센터 중간 승하차 가능 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0178,2025-03-15,토,11:29,u0697,예성,원룸촌,야멍,원룸촌,,2,Talk_2026.9.15 11:45-3.txt,6551,🚕화요일 08:10 고정 택시팟 구합니다 (3/4) 예성(야멍)➡️학관 25-1 화 고정 택시 <URL>,human_review_required,2+ known places and route/mode marker
omit_0179,2025-03-15,토,16:05,u0697,예성,원룸촌,야멍,원룸촌,,2,Talk_2026.9.15 11:45-3.txt,6608,🚕화요일 08:10 고정 택시팟 구합니다 (3/4) 예성(야멍)➡️학관 25-1 화 고정 택시 <URL>,human_review_required,2+ known places and route/mode marker
omit_0180,2025-03-15,토,22:13,u0125,오흡,학교,그할마,원룸촌,,2,Talk_2026.9.15 11:45-3.txt,6704,22:40 오흡>그할마>장량복지센터 중간 승하차 가능 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0181,2025-03-16,일,18:52,u0125,오흡,학교,그할마,원룸촌,,2,Talk_2026.9.15 11:45-3.txt,6968,19:05 오흡>그할마>장량복지센터 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0182,2025-03-17,월,23:15,u0125,오흡,학교,그할마,원룸촌,,2,Talk_2026.9.15 11:45-3.txt,7324,23:30 오흡>그할마>장량복지센터 중간 승하차 가능 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0183,2025-03-19,수,22:03,u0125,오흡,학교,그할마,원룸촌,,2,Talk_2026.9.15 11:45-3.txt,7775,22:30 오흡>그할마>장량복지센터 중간 승하차 가능 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0184,2025-03-20,목,11:25,u1547,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,7944,3/20(목요일-오늘) 13:40(오후 1시40분) 한동대-포항역(택시) <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0185,2025-03-20,목,13:42,u1937,한동대,학교,유야,원룸촌,,2,Talk_2026.9.15 11:45-3.txt,7978,🚗 빨강 모닝 카풀 🚗 14:00 한동———> 유야 (중간하차 가능) 1/4 <URL>,human_review_required,2+ known places and route/mode marker
omit_0186,2025-03-20,목,18:47,u0125,오흡,학교,그할마,원룸촌,,2,Talk_2026.9.15 11:45-3.txt,8126,19:00 오흡>그할마>장량복지센터 중간 승하차 가능 카풀방 <URL>,human_review_required,2+ known places and route/mode marker
omit_0187,2025-03-21,금,15:55,u0860,한동대,학교,고속버스터미널,터미널,,2,Talk_2026.9.15 11:45-3.txt,8508,오늘 한동에서 4시반에 포항고속버스터미널 같이 가실분 연락 주세요! 링크를 선택하면 카카오톡이 실행됩니다. 카풀 <URL>,human_review_required,2+ known places and route/mode marker
omit_0188,2025-03-25,화,06:52,u0751,포항역,포항역,한동대,학교,,2,Talk_2026.9.15 11:45-3.txt,9406,3/25(화) 포항역➡️한동대 9:02 도착 기차 <URL>,human_review_required,2+ known places and route/mode marker
omit_0189,2025-03-26,수,09:04,u0446,야멍,원룸촌,느헴,학교,,2,Talk_2026.9.15 11:45-3.txt,9791,9:45 유아-야멍-느헴 카풀 톡방정원 7명 <URL>,human_review_required,2+ known places and route/mode marker
omit_0190,2025-03-27,목,22:02,u1067,한동대,학교,고속버스터미널,터미널,,2,Talk_2026.9.15 11:45-3.txt,10376,3/28 금요일 오전 8시 한동대 ➡️ 포항고속버스터미널 <PHONE>/4,human_review_required,2+ known places and route/mode marker
omit_0191,2025-04-03,목,13:26,u1138,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,12337,4/4 금 11:04 기차 한동대➡️포항역 <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0192,2025-04-03,목,23:33,u1856,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,12575,4/4 금 2:04 기차(1시30분 출발) 한동대➡️포항역 <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0193,2025-04-24,목,18:32,u1455,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,17931,4/25 금요일 낮 12시 한동 > 포항역 (12시 38분 기차) 택시 같이 타고 가실 분 구합니다! <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0194,2025-04-25,금,08:03,u1196,유야,원룸촌,현동,학교,,2,Talk_2026.9.15 11:45-3.txt,18124,08:25 유야-현동-올네 카풀 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 카풀 <URL>,human_review_required,2+ known places and route/mode marker
omit_0195,2025-04-28,월,23:50,u1043,예성,원룸촌,그할마,원룸촌,,2,Talk_2026.9.15 11:45-3.txt,19258,29(월) 오전 11:10 예성(그할마) - 느혬(중간 하차 가능) <URL>,human_review_required,2+ known places and route/mode marker
omit_0196,2025-04-29,화,10:45,u1043,예성,원룸촌,그할마,원룸촌,,2,Talk_2026.9.15 11:45-3.txt,19384,11:10 예성(그할마) - 느혬(중간 하차 가능) 톡방정원 6명 <URL>,human_review_required,2+ known places and route/mode marker
omit_0197,2025-05-02,금,14:01,u0923,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,21152,5/2 금 7:00 한동>포항역 2/4 <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0198,2025-05-02,금,20:31,u2073,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,21404,5월 3일 (토) 10:05 한동대 ➡️포항역 (10:40 출발 기차) 큰 캐리어 하나 있음 <PHONE> (1/4),human_review_required,2+ known places and route/mode marker
omit_0199,2025-05-12,월,20:35,u1196,오흡,학교,유야,원룸촌,,2,Talk_2026.9.15 11:45-3.txt,24390,21:00 오흡-비전-유야 카풀 카풀 <URL>,human_review_required,2+ known places and route/mode marker
omit_0200,2025-05-15,목,00:56,u1914,학교,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,25052,5/16 (금) 15:00 학교>포항역 - 15:37 기차 / 택시 카풀 - 2/4 <URL>,human_review_required,2+ known places and route/mode marker
omit_0201,2025-05-15,목,08:56,u1196,유야,원룸촌,현동,학교,,2,Talk_2026.9.15 11:45-3.txt,25091,09:20 유야-현동-올네 카풀 카카오톡 오픈채팅을 시작해 보세요. 링크를 선택하면 카카오톡이 실행됩니다. 카풀 <URL>,human_review_required,2+ known places and route/mode marker
omit_0202,2025-05-16,금,08:12,u1914,학교,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,25443,5/15 (금) 15:00 학교>포항역 (15:37 기차) 택시 카풀 -오픈채팅봇 포함 5명 정원 <URL>,human_review_required,2+ known places and route/mode marker
omit_0203,2025-05-16,금,08:35,u1196,유야,원룸촌,현동,학교,,2,Talk_2026.9.15 11:45-3.txt,25453,09:20 유야-현동-올네 카풀 <URL>,human_review_required,2+ known places and route/mode marker
omit_0204,2025-05-16,금,16:49,u1289,한동대,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,25688,오늘 17:30(18:00 기차) 한동>포항역 1/4 <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0205,2025-05-17,토,02:01,u2073,택정,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,25811,5/17(토) 오전 9:25(9:58 출발 기차) 택정➡️포항역 택시 <PHONE> (1/4),human_review_required,2+ known places and route/mode marker
omit_0206,2025-05-17,토,08:41,u2073,택정,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,25843,5/17(토) 오전 9:25(9:58 출발 기차) 택정➡️포항역 택시 <PHONE> (2/4),human_review_required,2+ known places and route/mode marker
omit_0207,2025-05-20,화,08:53,u1196,유야,원룸촌,현동,학교,,2,Talk_2026.9.15 11:45-3.txt,26563,09:20 유야-현동-올네 카풀 <URL>,human_review_required,2+ known places and route/mode marker
omit_0208,2025-05-21,수,13:31,u1196,유야,원룸촌,현동,학교,,2,Talk_2026.9.15 11:45-3.txt,26859,14:12 유야-현동-올네 카풀 <URL>,human_review_required,2+ known places and route/mode marker
omit_0209,2025-05-22,목,07:31,u1196,유야,원룸촌,현동,학교,,2,Talk_2026.9.15 11:45-3.txt,27003,07:45 유야-현동-올네 카풀 <URL>,human_review_required,2+ known places and route/mode marker
omit_0210,2025-05-22,목,11:50,u0934,양덕,원룸촌,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,27106,5/23금 1:00 (1:54기차) 양덕👉포항역 택시 타실분 연락주세요! <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0211,2025-05-22,목,15:45,u0934,학교,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,27169,5/23금 1:00 (1:54기차) 학교👉포항역 택시 타실분 연락주세요! <PHONE>,human_review_required,2+ known places and route/mode marker
omit_0212,2025-05-23,금,05:28,u0934,학교,학교,포항역,포항역,,2,Talk_2026.9.15 11:45-3.txt,27313,5/23금 1:10 (1:54기차) 학교👉포항역 택시 타실분 연락주세요! <PHONE>,human_review_required,2+ known places and route/mode marker
